id,badgegeber_id,status,name,deklarierte_funktion,infocube_id_person,kategorie,infocube_id,geschlecht,person.city,person.kanton,bemerkungen
219,219,,Miescher Alex,SPORT/SFV,6897508,R,6897508,M,Biberist,SO,"Schweizerischer Fussballverband (Generalsekretär), Kampfpilot, FDP-Politiker in Solothurn, www.alxmiescher.ch"
466,220,,Buholzer René,Credit Suisse,4931043,K,4931043,M,Stäfa,ZH,"CS: Leiter Public Affairs
ICC: Vorstand http://www.icc-switzerland.ch/de/icc-schweiz/vorstand
Young Leaders Alumni Foundation
Dr. Heinrich Wachter Stiftung"
220,220,,Kummer Matthias,Vereinigung Schweizerischer Privatbanquiers,731886,S,731886,M,Spiez,BE,"Fürsprecher und Lobbyist, Kummer Public Affairs, http://books.google.ch/books?id=pJvt2MY_e08C&pg=PA225&lpg=PA225&dq=Vereinigung+Schweizerischer+privatbanquiers+Matthias+Kummer&source=bl&ots=_ZiodvakLA&sig=b9WzTM83iW_fdVrRUqfBW5mUWjw&hl=de&sa=X&ei=MDlMUdvPGKGO7AaEwYGgAg&ved=0CDAQ6AEwAA#v=onepage&q=Vereinigung%20Schweizerischer%20privatbanquiers%20Matthias%20Kummer&f=false"
221,221,,Merkli Christoph,Pro Velo Schweiz,6879792,S,6879792,M,Zollikofen,BE,"Geschäftsführer Pro Velo Schweiz, http://www.pro-velo.ch/pro-velo/geschaeftsstelle/team/
Verein Velojournal"
467,221,,Ziltener Erika,Dachverband Schweizerischer Patientenstellen,872550,Q,872550,F,Zürich,ZH,Präsidentin des Daverbands: http://www.patientenstelle.ch/de/ueber-uns
222,222,,Perron Louis,Perron Campaigns,,M,,,,,www.perroncampaigns.ch/
470,224,,Saxenhofer Peter,Insos Schweiz,729397,S,729397,M,Spiegel b. Bern,BE,"""INSOS Schweiz"", Geschäftsführer, http://www.insos.ch/verband/geschaeftsstellen/mitarbeitende/
Ex-Geschäfsleiter VCS Schweiz, http://www.verkehrsclub.ch/de/online/medien/medienmitteilungen.html?tx_frpredakartikel_pi3_detail=7772"
224,224,,Schwarz Johannes,Persönlicher Mitarbeiter,,1,,,,,
226,226,,Graf Manuel,WWF Schweiz,,S,,,,,
472,226,,Koch Anne,Greenpeace,,S,,,,,
473,227,,Byland Karin,Persönliche Mitarbeiterin,,1,,,,,
227,227,,Chiavaroli Danielle,Persönliche Mitarbeiterin,,1,,,,,
228,228,,Lampart Daniel,"Sekretariatsleiter und Chefökonom, SGB",,S,,,,,
229,229,,Hayoz Barbara,Gast,880283,0,880283,F,Bern,BE,Ex-Gemeinderätin der Stadt Bern http://www.bernerzeitung.ch/region/bern/Barbara-Hayoz-bleibt-im-StabeVerwaltungsrat/story/18563957
475,229,,Langenegger Walter,Stadtverwaltung Bern,,2,,,,,
476,230,,Durrer Urs,Amt für Wirtschaft des Kantons Schwyz,,2,,,,,
230,230,,Henseler Pfyl Nathalie,Büro für Sprache und Politik,,M,,,,,
231,231,,Frund Vinciane,Médecins de famille Suisse,,S,,,,,
477,231,,Michaud Gigon Sophie,Pro Natura,6702969,S,6702969,F,Lausanne,VD,
232,232,,Eperon Patrick,Centre Patronal,,S,,,,,
478,232,,Schneuwly Felix,Comparis,4442814,J,4442814,M,Wünnewil,FR,
479,233,,Schaffner Ursula,Persönliche Mitarbeiterin,,1,,,,,
233,233,,Weber Busch Catherine,Schweizerischer Verband des Personals öffentlicher Dienste VPOD,,S,,,,,
480,234,,Jurendic Marinko,Gast,,0,,,,,
234,234,,Vitali-Odermatt Klara,Gast,5596910,0,5596910,F,Oberkirch LU,LU,
481,235,,Egle Franz,Dynamics Group,1190796,M,1190796,M,Luzern,LU,"Ex-VR Mitglied Andermatt Hotel Holding AG, enge Verbindung zu Sawiris (hat Deal in Andermatt eingefädelt), seine Agentur macht(e) Lobbying für EADS / Eurofighter im Kampfjet-Entscheid, weiterer Kunde der Agentur: WEF"
235,235,,Stückelberger Ueli,Verband öffentlicher Verkehr VöV,6719597,S,6719597,M,Bern,BE,
236,236,,Badertscher Christine,Persönliche Mitarbeiterin,,1,,,,,
482,236,alt,Fust Michael,Neue Europäische Bewegung Schweiz,,S,,,,,
,236,neu,Barioni Séverine,Neue Europäische Bewegung Schweiz,,,,,,,
483,237,,Flückiger Stefan,Berner Waldbesitzer BWB,,S,,,,,
237,237,,Minder Heinrich,Gast,,0,,,,,
484,238,,Montangero Stephane,Fourchette verte Suisse,,S,,,,,
238,238,,Zimmermann Michel,Persönlicher Mitarbeiter,,1,,,,,
485,239,,Schneider Urs,Persönlicher Mitarbeiter,,1,,,,,
239,239,,Walter Madeleine,Gast,p22011150457,0,p22011150457,,,,
486,240,,Linder Stefan,Swiss Economic Forum,1038098,S,1038098,M,Reichenbach im Kandertal,BE,
240,240,,Peyer Hans,Allianz der Wirtschaft für eine massvolle Präventionspolitik AWMP,p26001815016,S,p26001815016,,,,
487,241,,Thalhammer Alexandra,Gast,p28007352913,0,p28007352913,,,,
241,241,,Wasserfallen Margret,Gast,p25005302916,0,p25005302916,,,,
242,242,,Beglinger Nick,Swisscleantech,56476,M,56476,M,Zürich,ZH,http://www.handelszeitung.ch/unternehmen/nick-beglinger-suspekter-saubermann
488,242,,Kunz Stefan,Aqua Viva-Rheinaubund,p24006194100,S,p24006194100,,,,
243,243,,Petrusic Ivica,Dachverband der offenen Jugendarbeit Schweiz DOJ,6595626,Q,6595626,M,Aarau,AG,
489,243,,Sariaslan Emine,Forum für die Integration der Migrantinnen und Migranten Fimm,p22009442056,S,p22009442056,,,,
244,244,,Burgener Andreas,Auto-Schweiz,4723834,S,4723834,M,Bellach,SO,
245,245,,Meier Bernhard,SBB,5728900,H,5728900,M,Solothurn,SO,
491,245,,Tuti Giorgio,Gewerkschaft des Verkehrspersonals,4573869,S,4573869,M,Langendorf,SO,
492,246,,Stockmann Benedikt,BDP Kanton Zürich,472127,2,472127,M,Dübendorf,ZH,
246,246,,Ziörjen Maja,Gast,543205,0,543205,F,Dübendorf,ZH,
,,neu,Zijdenbos Theo,Vereinigung Schweizerischer Privatbanquiers,,S,,,,,
